column,row,field,channel,rel_fp
D,4,4,1,MFGTMP_220411120001/MFGTMP_220411120001_D04f04d1.TIF
C,7,8,4,MFGTMP_220411120001/MFGTMP_220411120001_C07f08d4.TIF
G,4,8,2,MFGTMP_220411120001/MFGTMP_220411120001_G04f08d2.TIF
G,7,1,4,MFGTMP_220411120001/MFGTMP_220411120001_G07f01d4.TIF
G,10,7,4,MFGTMP_220411120001/MFGTMP_220411120001_G10f07d4.TIF
C,6,8,4,MFGTMP_220411120001/MFGTMP_220411120001_C06f08d4.TIF
D,5,4,1,MFGTMP_220411120001/MFGTMP_220411120001_D05f04d1.TIF
C,5,1,2,MFGTMP_220411120001/MFGTMP_220411120001_C05f01d2.TIF
G,6,1,4,MFGTMP_220411120001/MFGTMP_220411120001_G06f01d4.TIF
G,11,7,4,MFGTMP_220411120001/MFGTMP_220411120001_G11f07d4.TIF
G,5,8,2,MFGTMP_220411120001/MFGTMP_220411120001_G05f08d2.TIF
F,3,0,2,MFGTMP_220411120001/MFGTMP_220411120001_F03f00d2.TIF
F,2,0,2,MFGTMP_220411120001/MFGTMP_220411120001_F02f00d2.TIF
F,5,5,3,MFGTMP_220411120001/MFGTMP_220411120001_F05f05d3.TIF
F,4,5,3,MFGTMP_220411120001/MFGTMP_220411120001_F04f05d3.TIF
F,8,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F08f00d1.TIF
F,9,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F09f00d1.TIF
C,11,8,2,MFGTMP_220411120001/MFGTMP_220411120001_C11f08d2.TIF
C,5,7,4,MFGTMP_220411120001/MFGTMP_220411120001_C05f07d4.TIF
G,6,7,2,MFGTMP_220411120001/MFGTMP_220411120001_G06f07d2.TIF
G,11,1,2,MFGTMP_220411120001/MFGTMP_220411120001_G11f01d2.TIF
C,4,7,4,MFGTMP_220411120001/MFGTMP_220411120001_C04f07d4.TIF
C,10,8,2,MFGTMP_220411120001/MFGTMP_220411120001_C10f08d2.TIF
G,7,7,2,MFGTMP_220411120001/MFGTMP_220411120001_G07f07d2.TIF
G,10,1,2,MFGTMP_220411120001/MFGTMP_220411120001_G10f01d2.TIF
C,9,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C09f04d0.TIF
F,2,6,4,MFGTMP_220411120001/MFGTMP_220411120001_F02f06d4.TIF
D,9,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D09f01d3.TIF
F,3,6,4,MFGTMP_220411120001/MFGTMP_220411120001_F03f06d4.TIF
D,8,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D08f01d3.TIF
C,8,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C08f04d0.TIF
B,10,5,3,MFGTMP_220411120001/MFGTMP_220411120001_B10f05d3.TIF
E,10,0,0,MFGTMP_220411120001/MFGTMP_220411120001_E10f00d0.TIF
E,7,6,0,MFGTMP_220411120001/MFGTMP_220411120001_E07f06d0.TIF
B,7,3,3,MFGTMP_220411120001/MFGTMP_220411120001_B07f03d3.TIF
E,11,0,0,MFGTMP_220411120001/MFGTMP_220411120001_E11f00d0.TIF
B,11,5,3,MFGTMP_220411120001/MFGTMP_220411120001_B11f05d3.TIF
B,6,3,3,MFGTMP_220411120001/MFGTMP_220411120001_B06f03d3.TIF
E,6,6,0,MFGTMP_220411120001/MFGTMP_220411120001_E06f06d0.TIF
D,3,5,4,MFGTMP_220411120001/MFGTMP_220411120001_D03f05d4.TIF
F,8,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F08f02d3.TIF
D,2,5,4,MFGTMP_220411120001/MFGTMP_220411120001_D02f05d4.TIF
F,9,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F09f02d3.TIF
G,11,3,0,MFGTMP_220411120001/MFGTMP_220411120001_G11f03d0.TIF
G,6,5,0,MFGTMP_220411120001/MFGTMP_220411120001_G06f05d0.TIF
G,10,3,0,MFGTMP_220411120001/MFGTMP_220411120001_G10f03d0.TIF
G,7,5,0,MFGTMP_220411120001/MFGTMP_220411120001_G07f05d0.TIF
D,9,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D09f03d1.TIF
C,9,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C09f06d2.TIF
C,8,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C08f06d2.TIF
D,8,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D08f03d1.TIF
F,7,8,1,MFGTMP_220411120001/MFGTMP_220411120001_F07f08d1.TIF
B,7,1,1,MFGTMP_220411120001/MFGTMP_220411120001_B07f01d1.TIF
E,7,4,2,MFGTMP_220411120001/MFGTMP_220411120001_E07f04d2.TIF
E,10,2,2,MFGTMP_220411120001/MFGTMP_220411120001_E10f02d2.TIF
B,10,7,1,MFGTMP_220411120001/MFGTMP_220411120001_B10f07d1.TIF
F,6,8,1,MFGTMP_220411120001/MFGTMP_220411120001_F06f08d1.TIF
E,6,4,2,MFGTMP_220411120001/MFGTMP_220411120001_E06f04d2.TIF
B,6,1,1,MFGTMP_220411120001/MFGTMP_220411120001_B06f01d1.TIF
B,11,7,1,MFGTMP_220411120001/MFGTMP_220411120001_B11f07d1.TIF
E,11,2,2,MFGTMP_220411120001/MFGTMP_220411120001_E11f02d2.TIF
F,3,4,2,MFGTMP_220411120001/MFGTMP_220411120001_F03f04d2.TIF
E,3,8,1,MFGTMP_220411120001/MFGTMP_220411120001_E03f08d1.TIF
F,2,4,2,MFGTMP_220411120001/MFGTMP_220411120001_F02f04d2.TIF
E,2,8,1,MFGTMP_220411120001/MFGTMP_220411120001_E02f08d1.TIF
B,5,8,3,MFGTMP_220411120001/MFGTMP_220411120001_B05f08d3.TIF
F,5,1,3,MFGTMP_220411120001/MFGTMP_220411120001_F05f01d3.TIF
B,4,8,3,MFGTMP_220411120001/MFGTMP_220411120001_B04f08d3.TIF
F,4,1,3,MFGTMP_220411120001/MFGTMP_220411120001_F04f01d3.TIF
D,2,5,0,MFGTMP_220411120001/MFGTMP_220411120001_D02f05d0.TIF
C,2,0,3,MFGTMP_220411120001/MFGTMP_220411120001_C02f00d3.TIF
C,3,0,3,MFGTMP_220411120001/MFGTMP_220411120001_C03f00d3.TIF
D,3,5,0,MFGTMP_220411120001/MFGTMP_220411120001_D03f05d0.TIF
D,4,0,1,MFGTMP_220411120001/MFGTMP_220411120001_D04f00d1.TIF
C,4,5,2,MFGTMP_220411120001/MFGTMP_220411120001_C04f05d2.TIF
G,7,5,4,MFGTMP_220411120001/MFGTMP_220411120001_G07f05d4.TIF
G,10,3,4,MFGTMP_220411120001/MFGTMP_220411120001_G10f03d4.TIF
C,5,5,2,MFGTMP_220411120001/MFGTMP_220411120001_C05f05d2.TIF
D,5,0,1,MFGTMP_220411120001/MFGTMP_220411120001_D05f00d1.TIF
G,6,5,4,MFGTMP_220411120001/MFGTMP_220411120001_G06f05d4.TIF
G,11,3,4,MFGTMP_220411120001/MFGTMP_220411120001_G11f03d4.TIF
F,3,6,0,MFGTMP_220411120001/MFGTMP_220411120001_F03f06d0.TIF
C,8,4,4,MFGTMP_220411120001/MFGTMP_220411120001_C08f04d4.TIF
C,9,4,4,MFGTMP_220411120001/MFGTMP_220411120001_C09f04d4.TIF
F,2,6,0,MFGTMP_220411120001/MFGTMP_220411120001_F02f06d0.TIF
F,5,3,1,MFGTMP_220411120001/MFGTMP_220411120001_F05f03d1.TIF
E,6,6,4,MFGTMP_220411120001/MFGTMP_220411120001_E06f06d4.TIF
E,11,0,4,MFGTMP_220411120001/MFGTMP_220411120001_E11f00d4.TIF
F,4,3,1,MFGTMP_220411120001/MFGTMP_220411120001_F04f03d1.TIF
E,7,6,4,MFGTMP_220411120001/MFGTMP_220411120001_E07f06d4.TIF
E,10,0,4,MFGTMP_220411120001/MFGTMP_220411120001_E10f00d4.TIF
C,2,2,1,MFGTMP_220411120001/MFGTMP_220411120001_C02f02d1.TIF
D,2,7,2,MFGTMP_220411120001/MFGTMP_220411120001_D02f07d2.TIF
D,3,7,2,MFGTMP_220411120001/MFGTMP_220411120001_D03f07d2.TIF
C,3,2,1,MFGTMP_220411120001/MFGTMP_220411120001_C03f02d1.TIF
C,4,7,0,MFGTMP_220411120001/MFGTMP_220411120001_C04f07d0.TIF
D,4,2,3,MFGTMP_220411120001/MFGTMP_220411120001_D04f02d3.TIF
D,5,2,3,MFGTMP_220411120001/MFGTMP_220411120001_D05f02d3.TIF
C,5,7,0,MFGTMP_220411120001/MFGTMP_220411120001_C05f07d0.TIF
C,9,2,2,MFGTMP_220411120001/MFGTMP_220411120001_C09f02d2.TIF
D,9,7,1,MFGTMP_220411120001/MFGTMP_220411120001_D09f07d1.TIF
D,8,7,1,MFGTMP_220411120001/MFGTMP_220411120001_D08f07d1.TIF
C,8,2,2,MFGTMP_220411120001/MFGTMP_220411120001_C08f02d2.TIF
E,7,0,2,MFGTMP_220411120001/MFGTMP_220411120001_E07f00d2.TIF
B,7,5,1,MFGTMP_220411120001/MFGTMP_220411120001_B07f05d1.TIF
B,10,3,1,MFGTMP_220411120001/MFGTMP_220411120001_B10f03d1.TIF
E,10,6,2,MFGTMP_220411120001/MFGTMP_220411120001_E10f06d2.TIF
B,6,5,1,MFGTMP_220411120001/MFGTMP_220411120001_B06f05d1.TIF
E,6,0,2,MFGTMP_220411120001/MFGTMP_220411120001_E06f00d2.TIF
E,11,6,2,MFGTMP_220411120001/MFGTMP_220411120001_E11f06d2.TIF
B,11,3,1,MFGTMP_220411120001/MFGTMP_220411120001_B11f03d1.TIF
D,3,1,4,MFGTMP_220411120001/MFGTMP_220411120001_D03f01d4.TIF
F,8,6,3,MFGTMP_220411120001/MFGTMP_220411120001_F08f06d3.TIF
D,2,1,4,MFGTMP_220411120001/MFGTMP_220411120001_D02f01d4.TIF
F,9,6,3,MFGTMP_220411120001/MFGTMP_220411120001_F09f06d3.TIF
G,11,7,0,MFGTMP_220411120001/MFGTMP_220411120001_G11f07d0.TIF
G,6,1,0,MFGTMP_220411120001/MFGTMP_220411120001_G06f01d0.TIF
C,6,8,0,MFGTMP_220411120001/MFGTMP_220411120001_C06f08d0.TIF
G,10,7,0,MFGTMP_220411120001/MFGTMP_220411120001_G10f07d0.TIF
G,7,1,0,MFGTMP_220411120001/MFGTMP_220411120001_G07f01d0.TIF
C,7,8,0,MFGTMP_220411120001/MFGTMP_220411120001_C07f08d0.TIF
F,2,2,4,MFGTMP_220411120001/MFGTMP_220411120001_F02f02d4.TIF
D,9,5,3,MFGTMP_220411120001/MFGTMP_220411120001_D09f05d3.TIF
C,9,0,0,MFGTMP_220411120001/MFGTMP_220411120001_C09f00d0.TIF
C,8,0,0,MFGTMP_220411120001/MFGTMP_220411120001_C08f00d0.TIF
F,3,2,4,MFGTMP_220411120001/MFGTMP_220411120001_F03f02d4.TIF
D,8,5,3,MFGTMP_220411120001/MFGTMP_220411120001_D08f05d3.TIF
E,10,4,0,MFGTMP_220411120001/MFGTMP_220411120001_E10f04d0.TIF
B,10,1,3,MFGTMP_220411120001/MFGTMP_220411120001_B10f01d3.TIF
B,7,7,3,MFGTMP_220411120001/MFGTMP_220411120001_B07f07d3.TIF
E,7,2,0,MFGTMP_220411120001/MFGTMP_220411120001_E07f02d0.TIF
F,10,8,3,MFGTMP_220411120001/MFGTMP_220411120001_F10f08d3.TIF
B,11,1,3,MFGTMP_220411120001/MFGTMP_220411120001_B11f01d3.TIF
E,11,4,0,MFGTMP_220411120001/MFGTMP_220411120001_E11f04d0.TIF
E,6,2,0,MFGTMP_220411120001/MFGTMP_220411120001_E06f02d0.TIF
B,6,7,3,MFGTMP_220411120001/MFGTMP_220411120001_B06f07d3.TIF
F,11,8,3,MFGTMP_220411120001/MFGTMP_220411120001_F11f08d3.TIF
E,8,8,2,MFGTMP_220411120001/MFGTMP_220411120001_E08f08d2.TIF
F,8,4,1,MFGTMP_220411120001/MFGTMP_220411120001_F08f04d1.TIF
E,9,8,2,MFGTMP_220411120001/MFGTMP_220411120001_E09f08d2.TIF
F,9,4,1,MFGTMP_220411120001/MFGTMP_220411120001_F09f04d1.TIF
C,5,3,4,MFGTMP_220411120001/MFGTMP_220411120001_C05f03d4.TIF
G,6,3,2,MFGTMP_220411120001/MFGTMP_220411120001_G06f03d2.TIF
G,11,5,2,MFGTMP_220411120001/MFGTMP_220411120001_G11f05d2.TIF
C,4,3,4,MFGTMP_220411120001/MFGTMP_220411120001_C04f03d4.TIF
G,7,3,2,MFGTMP_220411120001/MFGTMP_220411120001_G07f03d2.TIF
G,10,5,2,MFGTMP_220411120001/MFGTMP_220411120001_G10f05d2.TIF
G,10,5,3,MFGTMP_220411120001/MFGTMP_220411120001_G10f05d3.TIF
G,7,3,3,MFGTMP_220411120001/MFGTMP_220411120001_G07f03d3.TIF
G,11,5,3,MFGTMP_220411120001/MFGTMP_220411120001_G11f05d3.TIF
G,6,3,3,MFGTMP_220411120001/MFGTMP_220411120001_G06f03d3.TIF
E,9,8,3,MFGTMP_220411120001/MFGTMP_220411120001_E09f08d3.TIF
C,2,6,4,MFGTMP_220411120001/MFGTMP_220411120001_C02f06d4.TIF
F,9,4,0,MFGTMP_220411120001/MFGTMP_220411120001_F09f04d0.TIF
E,8,8,3,MFGTMP_220411120001/MFGTMP_220411120001_E08f08d3.TIF
F,8,4,0,MFGTMP_220411120001/MFGTMP_220411120001_F08f04d0.TIF
C,3,6,4,MFGTMP_220411120001/MFGTMP_220411120001_C03f06d4.TIF
B,6,7,2,MFGTMP_220411120001/MFGTMP_220411120001_B06f07d2.TIF
E,6,2,1,MFGTMP_220411120001/MFGTMP_220411120001_E06f02d1.TIF
E,11,4,1,MFGTMP_220411120001/MFGTMP_220411120001_E11f04d1.TIF
B,11,1,2,MFGTMP_220411120001/MFGTMP_220411120001_B11f01d2.TIF
F,11,8,2,MFGTMP_220411120001/MFGTMP_220411120001_F11f08d2.TIF
F,5,7,4,MFGTMP_220411120001/MFGTMP_220411120001_F05f07d4.TIF
E,7,2,1,MFGTMP_220411120001/MFGTMP_220411120001_E07f02d1.TIF
B,7,7,2,MFGTMP_220411120001/MFGTMP_220411120001_B07f07d2.TIF
B,10,1,2,MFGTMP_220411120001/MFGTMP_220411120001_B10f01d2.TIF
E,10,4,1,MFGTMP_220411120001/MFGTMP_220411120001_E10f04d1.TIF
F,4,7,4,MFGTMP_220411120001/MFGTMP_220411120001_F04f07d4.TIF
F,10,8,2,MFGTMP_220411120001/MFGTMP_220411120001_F10f08d2.TIF
D,8,5,2,MFGTMP_220411120001/MFGTMP_220411120001_D08f05d2.TIF
C,8,0,1,MFGTMP_220411120001/MFGTMP_220411120001_C08f00d1.TIF
C,9,0,1,MFGTMP_220411120001/MFGTMP_220411120001_C09f00d1.TIF
D,9,5,2,MFGTMP_220411120001/MFGTMP_220411120001_D09f05d2.TIF
G,7,1,1,MFGTMP_220411120001/MFGTMP_220411120001_G07f01d1.TIF
G,10,7,1,MFGTMP_220411120001/MFGTMP_220411120001_G10f07d1.TIF
D,4,4,4,MFGTMP_220411120001/MFGTMP_220411120001_D04f04d4.TIF
C,7,8,1,MFGTMP_220411120001/MFGTMP_220411120001_C07f08d1.TIF
G,6,1,1,MFGTMP_220411120001/MFGTMP_220411120001_G06f01d1.TIF
G,11,7,1,MFGTMP_220411120001/MFGTMP_220411120001_G11f07d1.TIF
C,6,8,1,MFGTMP_220411120001/MFGTMP_220411120001_C06f08d1.TIF
D,5,4,4,MFGTMP_220411120001/MFGTMP_220411120001_D05f04d4.TIF
F,9,6,2,MFGTMP_220411120001/MFGTMP_220411120001_F09f06d2.TIF
F,8,6,2,MFGTMP_220411120001/MFGTMP_220411120001_F08f06d2.TIF
B,11,3,0,MFGTMP_220411120001/MFGTMP_220411120001_B11f03d0.TIF
E,11,6,3,MFGTMP_220411120001/MFGTMP_220411120001_E11f06d3.TIF
E,6,0,3,MFGTMP_220411120001/MFGTMP_220411120001_E06f00d3.TIF
B,6,5,0,MFGTMP_220411120001/MFGTMP_220411120001_B06f05d0.TIF
E,10,6,3,MFGTMP_220411120001/MFGTMP_220411120001_E10f06d3.TIF
B,10,3,0,MFGTMP_220411120001/MFGTMP_220411120001_B10f03d0.TIF
B,7,5,0,MFGTMP_220411120001/MFGTMP_220411120001_B07f05d0.TIF
E,7,0,3,MFGTMP_220411120001/MFGTMP_220411120001_E07f00d3.TIF
C,8,2,3,MFGTMP_220411120001/MFGTMP_220411120001_C08f02d3.TIF
D,8,7,0,MFGTMP_220411120001/MFGTMP_220411120001_D08f07d0.TIF
D,9,7,0,MFGTMP_220411120001/MFGTMP_220411120001_D09f07d0.TIF
C,9,2,3,MFGTMP_220411120001/MFGTMP_220411120001_C09f02d3.TIF
C,5,7,1,MFGTMP_220411120001/MFGTMP_220411120001_C05f07d1.TIF
D,5,2,2,MFGTMP_220411120001/MFGTMP_220411120001_D05f02d2.TIF
D,4,2,2,MFGTMP_220411120001/MFGTMP_220411120001_D04f02d2.TIF
C,4,7,1,MFGTMP_220411120001/MFGTMP_220411120001_C04f07d1.TIF
C,3,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C03f02d0.TIF
D,3,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D03f07d3.TIF
F,8,0,4,MFGTMP_220411120001/MFGTMP_220411120001_F08f00d4.TIF
D,2,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D02f07d3.TIF
F,9,0,4,MFGTMP_220411120001/MFGTMP_220411120001_F09f00d4.TIF
C,2,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C02f02d0.TIF
F,4,3,0,MFGTMP_220411120001/MFGTMP_220411120001_F04f03d0.TIF
F,5,3,0,MFGTMP_220411120001/MFGTMP_220411120001_F05f03d0.TIF
F,2,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F02f06d1.TIF
F,3,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F03f06d1.TIF
D,5,0,0,MFGTMP_220411120001/MFGTMP_220411120001_D05f00d0.TIF
C,5,5,3,MFGTMP_220411120001/MFGTMP_220411120001_C05f05d3.TIF
C,4,5,3,MFGTMP_220411120001/MFGTMP_220411120001_C04f05d3.TIF
D,4,0,0,MFGTMP_220411120001/MFGTMP_220411120001_D04f00d0.TIF
D,3,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D03f05d1.TIF
C,3,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C03f00d2.TIF
C,2,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C02f00d2.TIF
D,2,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D02f05d1.TIF
B,4,8,2,MFGTMP_220411120001/MFGTMP_220411120001_B04f08d2.TIF
B,7,1,4,MFGTMP_220411120001/MFGTMP_220411120001_B07f01d4.TIF
B,10,7,4,MFGTMP_220411120001/MFGTMP_220411120001_B10f07d4.TIF
F,4,1,2,MFGTMP_220411120001/MFGTMP_220411120001_F04f01d2.TIF
F,7,8,4,MFGTMP_220411120001/MFGTMP_220411120001_F07f08d4.TIF
B,6,1,4,MFGTMP_220411120001/MFGTMP_220411120001_B06f01d4.TIF
B,11,7,4,MFGTMP_220411120001/MFGTMP_220411120001_B11f07d4.TIF
B,5,8,2,MFGTMP_220411120001/MFGTMP_220411120001_B05f08d2.TIF
F,6,8,4,MFGTMP_220411120001/MFGTMP_220411120001_F06f08d4.TIF
F,5,1,2,MFGTMP_220411120001/MFGTMP_220411120001_F05f01d2.TIF
F,2,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F02f04d3.TIF
D,9,3,4,MFGTMP_220411120001/MFGTMP_220411120001_D09f03d4.TIF
E,2,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E02f08d0.TIF
F,3,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F03f04d3.TIF
D,8,3,4,MFGTMP_220411120001/MFGTMP_220411120001_D08f03d4.TIF
E,3,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E03f08d0.TIF
E,2,8,2,MFGTMP_220411120001/MFGTMP_220411120001_E02f08d2.TIF
F,2,4,1,MFGTMP_220411120001/MFGTMP_220411120001_F02f04d1.TIF
E,3,8,2,MFGTMP_220411120001/MFGTMP_220411120001_E03f08d2.TIF
F,3,4,1,MFGTMP_220411120001/MFGTMP_220411120001_F03f04d1.TIF
F,4,1,0,MFGTMP_220411120001/MFGTMP_220411120001_F04f01d0.TIF
B,4,8,0,MFGTMP_220411120001/MFGTMP_220411120001_B04f08d0.TIF
F,5,1,0,MFGTMP_220411120001/MFGTMP_220411120001_F05f01d0.TIF
B,5,8,0,MFGTMP_220411120001/MFGTMP_220411120001_B05f08d0.TIF
C,3,0,0,MFGTMP_220411120001/MFGTMP_220411120001_C03f00d0.TIF
D,3,5,3,MFGTMP_220411120001/MFGTMP_220411120001_D03f05d3.TIF
F,8,2,4,MFGTMP_220411120001/MFGTMP_220411120001_F08f02d4.TIF
D,2,5,3,MFGTMP_220411120001/MFGTMP_220411120001_D02f05d3.TIF
F,9,2,4,MFGTMP_220411120001/MFGTMP_220411120001_F09f02d4.TIF
C,2,0,0,MFGTMP_220411120001/MFGTMP_220411120001_C02f00d0.TIF
C,5,5,1,MFGTMP_220411120001/MFGTMP_220411120001_C05f05d1.TIF
D,5,0,2,MFGTMP_220411120001/MFGTMP_220411120001_D05f00d2.TIF
D,4,0,2,MFGTMP_220411120001/MFGTMP_220411120001_D04f00d2.TIF
C,4,5,1,MFGTMP_220411120001/MFGTMP_220411120001_C04f05d1.TIF
F,2,6,3,MFGTMP_220411120001/MFGTMP_220411120001_F02f06d3.TIF
D,9,1,4,MFGTMP_220411120001/MFGTMP_220411120001_D09f01d4.TIF
F,3,6,3,MFGTMP_220411120001/MFGTMP_220411120001_F03f06d3.TIF
D,8,1,4,MFGTMP_220411120001/MFGTMP_220411120001_D08f01d4.TIF
B,7,3,4,MFGTMP_220411120001/MFGTMP_220411120001_B07f03d4.TIF
B,10,5,4,MFGTMP_220411120001/MFGTMP_220411120001_B10f05d4.TIF
F,4,3,2,MFGTMP_220411120001/MFGTMP_220411120001_F04f03d2.TIF
B,6,3,4,MFGTMP_220411120001/MFGTMP_220411120001_B06f03d4.TIF
B,11,5,4,MFGTMP_220411120001/MFGTMP_220411120001_B11f05d4.TIF
F,5,3,2,MFGTMP_220411120001/MFGTMP_220411120001_F05f03d2.TIF
D,3,7,1,MFGTMP_220411120001/MFGTMP_220411120001_D03f07d1.TIF
C,3,2,2,MFGTMP_220411120001/MFGTMP_220411120001_C03f02d2.TIF
C,2,2,2,MFGTMP_220411120001/MFGTMP_220411120001_C02f02d2.TIF
D,2,7,1,MFGTMP_220411120001/MFGTMP_220411120001_D02f07d1.TIF
D,5,2,0,MFGTMP_220411120001/MFGTMP_220411120001_D05f02d0.TIF
C,5,7,3,MFGTMP_220411120001/MFGTMP_220411120001_C05f07d3.TIF
C,4,7,3,MFGTMP_220411120001/MFGTMP_220411120001_C04f07d3.TIF
D,4,2,0,MFGTMP_220411120001/MFGTMP_220411120001_D04f02d0.TIF
D,8,7,2,MFGTMP_220411120001/MFGTMP_220411120001_D08f07d2.TIF
C,8,2,1,MFGTMP_220411120001/MFGTMP_220411120001_C08f02d1.TIF
C,9,2,1,MFGTMP_220411120001/MFGTMP_220411120001_C09f02d1.TIF
D,9,7,2,MFGTMP_220411120001/MFGTMP_220411120001_D09f07d2.TIF
B,6,5,2,MFGTMP_220411120001/MFGTMP_220411120001_B06f05d2.TIF
E,6,0,1,MFGTMP_220411120001/MFGTMP_220411120001_E06f00d1.TIF
E,11,6,1,MFGTMP_220411120001/MFGTMP_220411120001_E11f06d1.TIF
B,11,3,2,MFGTMP_220411120001/MFGTMP_220411120001_B11f03d2.TIF
F,5,5,4,MFGTMP_220411120001/MFGTMP_220411120001_F05f05d4.TIF
E,7,0,1,MFGTMP_220411120001/MFGTMP_220411120001_E07f00d1.TIF
B,7,5,2,MFGTMP_220411120001/MFGTMP_220411120001_B07f05d2.TIF
B,10,3,2,MFGTMP_220411120001/MFGTMP_220411120001_B10f03d2.TIF
E,10,6,1,MFGTMP_220411120001/MFGTMP_220411120001_E10f06d1.TIF
F,4,5,4,MFGTMP_220411120001/MFGTMP_220411120001_F04f05d4.TIF
C,2,4,4,MFGTMP_220411120001/MFGTMP_220411120001_C02f04d4.TIF
F,9,6,0,MFGTMP_220411120001/MFGTMP_220411120001_F09f06d0.TIF
F,8,6,0,MFGTMP_220411120001/MFGTMP_220411120001_F08f06d0.TIF
C,3,4,4,MFGTMP_220411120001/MFGTMP_220411120001_C03f04d4.TIF
C,7,8,3,MFGTMP_220411120001/MFGTMP_220411120001_C07f08d3.TIF
G,10,7,3,MFGTMP_220411120001/MFGTMP_220411120001_G10f07d3.TIF
G,7,1,3,MFGTMP_220411120001/MFGTMP_220411120001_G07f01d3.TIF
C,6,8,3,MFGTMP_220411120001/MFGTMP_220411120001_C06f08d3.TIF
G,11,7,3,MFGTMP_220411120001/MFGTMP_220411120001_G11f07d3.TIF
G,6,1,3,MFGTMP_220411120001/MFGTMP_220411120001_G06f01d3.TIF
C,8,0,3,MFGTMP_220411120001/MFGTMP_220411120001_C08f00d3.TIF
D,8,5,0,MFGTMP_220411120001/MFGTMP_220411120001_D08f05d0.TIF
D,9,5,0,MFGTMP_220411120001/MFGTMP_220411120001_D09f05d0.TIF
C,9,0,3,MFGTMP_220411120001/MFGTMP_220411120001_C09f00d3.TIF
F,11,8,0,MFGTMP_220411120001/MFGTMP_220411120001_F11f08d0.TIF
B,11,1,0,MFGTMP_220411120001/MFGTMP_220411120001_B11f01d0.TIF
E,11,4,3,MFGTMP_220411120001/MFGTMP_220411120001_E11f04d3.TIF
E,6,2,3,MFGTMP_220411120001/MFGTMP_220411120001_E06f02d3.TIF
B,6,7,0,MFGTMP_220411120001/MFGTMP_220411120001_B06f07d0.TIF
F,10,8,0,MFGTMP_220411120001/MFGTMP_220411120001_F10f08d0.TIF
E,10,4,3,MFGTMP_220411120001/MFGTMP_220411120001_E10f04d3.TIF
B,10,1,0,MFGTMP_220411120001/MFGTMP_220411120001_B10f01d0.TIF
B,7,7,0,MFGTMP_220411120001/MFGTMP_220411120001_B07f07d0.TIF
E,7,2,3,MFGTMP_220411120001/MFGTMP_220411120001_E07f02d3.TIF
F,9,4,2,MFGTMP_220411120001/MFGTMP_220411120001_F09f04d2.TIF
E,9,8,1,MFGTMP_220411120001/MFGTMP_220411120001_E09f08d1.TIF
F,8,4,2,MFGTMP_220411120001/MFGTMP_220411120001_F08f04d2.TIF
E,8,8,1,MFGTMP_220411120001/MFGTMP_220411120001_E08f08d1.TIF
G,7,3,1,MFGTMP_220411120001/MFGTMP_220411120001_G07f03d1.TIF
G,10,5,1,MFGTMP_220411120001/MFGTMP_220411120001_G10f05d1.TIF
D,4,6,4,MFGTMP_220411120001/MFGTMP_220411120001_D04f06d4.TIF
G,6,3,1,MFGTMP_220411120001/MFGTMP_220411120001_G06f03d1.TIF
G,11,5,1,MFGTMP_220411120001/MFGTMP_220411120001_G11f05d1.TIF
D,5,6,4,MFGTMP_220411120001/MFGTMP_220411120001_D05f06d4.TIF
G,11,5,0,MFGTMP_220411120001/MFGTMP_220411120001_G11f05d0.TIF
G,6,3,0,MFGTMP_220411120001/MFGTMP_220411120001_G06f03d0.TIF
G,10,5,0,MFGTMP_220411120001/MFGTMP_220411120001_G10f05d0.TIF
G,7,3,0,MFGTMP_220411120001/MFGTMP_220411120001_G07f03d0.TIF
D,3,3,4,MFGTMP_220411120001/MFGTMP_220411120001_D03f03d4.TIF
F,8,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F08f04d3.TIF
E,8,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E08f08d0.TIF
D,2,3,4,MFGTMP_220411120001/MFGTMP_220411120001_D02f03d4.TIF
