column,row,field,channel,rel_fp
B,4,3,0,MFGTMP_220411120001/MFGTMP_220411120001_B04f03d0.TIF
E,4,6,3,MFGTMP_220411120001/MFGTMP_220411120001_E04f06d3.TIF
B,9,0,4,MFGTMP_220411120001/MFGTMP_220411120001_B09f00d4.TIF
G,2,2,0,MFGTMP_220411120001/MFGTMP_220411120001_G02f02d0.TIF
G,3,2,0,MFGTMP_220411120001/MFGTMP_220411120001_G03f02d0.TIF
B,8,0,4,MFGTMP_220411120001/MFGTMP_220411120001_B08f00d4.TIF
D,7,2,4,MFGTMP_220411120001/MFGTMP_220411120001_D07f02d4.TIF
D,10,4,4,MFGTMP_220411120001/MFGTMP_220411120001_D10f04d4.TIF
G,4,7,1,MFGTMP_220411120001/MFGTMP_220411120001_G04f07d1.TIF
D,6,2,4,MFGTMP_220411120001/MFGTMP_220411120001_D06f02d4.TIF
D,11,4,4,MFGTMP_220411120001/MFGTMP_220411120001_D11f04d4.TIF
G,5,7,1,MFGTMP_220411120001/MFGTMP_220411120001_G05f07d1.TIF
B,3,4,3,MFGTMP_220411120001/MFGTMP_220411120001_B03f04d3.TIF
E,3,1,0,MFGTMP_220411120001/MFGTMP_220411120001_E03f01d0.TIF
E,2,1,0,MFGTMP_220411120001/MFGTMP_220411120001_E02f01d0.TIF
B,2,4,3,MFGTMP_220411120001/MFGTMP_220411120001_B02f04d3.TIF
F,5,8,2,MFGTMP_220411120001/MFGTMP_220411120001_F05f08d2.TIF
F,6,1,4,MFGTMP_220411120001/MFGTMP_220411120001_F06f01d4.TIF
F,11,7,4,MFGTMP_220411120001/MFGTMP_220411120001_F11f07d4.TIF
B,5,1,2,MFGTMP_220411120001/MFGTMP_220411120001_B05f01d2.TIF
E,5,4,1,MFGTMP_220411120001/MFGTMP_220411120001_E05f04d1.TIF
B,6,8,4,MFGTMP_220411120001/MFGTMP_220411120001_B06f08d4.TIF
F,7,1,4,MFGTMP_220411120001/MFGTMP_220411120001_F07f01d4.TIF
F,10,7,4,MFGTMP_220411120001/MFGTMP_220411120001_F10f07d4.TIF
F,4,8,2,MFGTMP_220411120001/MFGTMP_220411120001_F04f08d2.TIF
B,7,8,4,MFGTMP_220411120001/MFGTMP_220411120001_B07f08d4.TIF
E,4,4,1,MFGTMP_220411120001/MFGTMP_220411120001_E04f04d1.TIF
B,4,1,2,MFGTMP_220411120001/MFGTMP_220411120001_B04f01d2.TIF
G,2,0,2,MFGTMP_220411120001/MFGTMP_220411120001_G02f00d2.TIF
G,3,0,2,MFGTMP_220411120001/MFGTMP_220411120001_G03f00d2.TIF
G,4,5,3,MFGTMP_220411120001/MFGTMP_220411120001_G04f05d3.TIF
G,5,5,3,MFGTMP_220411120001/MFGTMP_220411120001_G05f05d3.TIF
G,3,7,3,MFGTMP_220411120001/MFGTMP_220411120001_G03f07d3.TIF
E,8,0,4,MFGTMP_220411120001/MFGTMP_220411120001_E08f00d4.TIF
G,2,7,3,MFGTMP_220411120001/MFGTMP_220411120001_G02f07d3.TIF
E,9,0,4,MFGTMP_220411120001/MFGTMP_220411120001_E09f00d4.TIF
C,11,4,4,MFGTMP_220411120001/MFGTMP_220411120001_C11f04d4.TIF
C,6,2,4,MFGTMP_220411120001/MFGTMP_220411120001_C06f02d4.TIF
G,5,2,2,MFGTMP_220411120001/MFGTMP_220411120001_G05f02d2.TIF
C,10,4,4,MFGTMP_220411120001/MFGTMP_220411120001_C10f04d4.TIF
C,7,2,4,MFGTMP_220411120001/MFGTMP_220411120001_C07f02d4.TIF
G,4,2,2,MFGTMP_220411120001/MFGTMP_220411120001_G04f02d2.TIF
B,2,3,2,MFGTMP_220411120001/MFGTMP_220411120001_B02f03d2.TIF
E,2,6,1,MFGTMP_220411120001/MFGTMP_220411120001_E02f06d1.TIF
E,3,6,1,MFGTMP_220411120001/MFGTMP_220411120001_E03f06d1.TIF
B,3,3,2,MFGTMP_220411120001/MFGTMP_220411120001_B03f03d2.TIF
B,4,6,3,MFGTMP_220411120001/MFGTMP_220411120001_B04f06d3.TIF
E,4,3,0,MFGTMP_220411120001/MFGTMP_220411120001_E04f03d0.TIF
E,5,3,0,MFGTMP_220411120001/MFGTMP_220411120001_E05f03d0.TIF
B,5,6,3,MFGTMP_220411120001/MFGTMP_220411120001_B05f06d3.TIF
G,3,5,1,MFGTMP_220411120001/MFGTMP_220411120001_G03f05d1.TIF
G,2,5,1,MFGTMP_220411120001/MFGTMP_220411120001_G02f05d1.TIF
G,5,0,0,MFGTMP_220411120001/MFGTMP_220411120001_G05f00d0.TIF
G,4,0,0,MFGTMP_220411120001/MFGTMP_220411120001_G04f00d0.TIF
E,2,4,3,MFGTMP_220411120001/MFGTMP_220411120001_E02f04d3.TIF
G,9,3,4,MFGTMP_220411120001/MFGTMP_220411120001_G09f03d4.TIF
B,2,1,0,MFGTMP_220411120001/MFGTMP_220411120001_B02f01d0.TIF
F,2,8,0,MFGTMP_220411120001/MFGTMP_220411120001_F02f08d0.TIF
B,3,1,0,MFGTMP_220411120001/MFGTMP_220411120001_B03f01d0.TIF
E,3,4,3,MFGTMP_220411120001/MFGTMP_220411120001_E03f04d3.TIF
G,8,3,4,MFGTMP_220411120001/MFGTMP_220411120001_G08f03d4.TIF
F,3,8,0,MFGTMP_220411120001/MFGTMP_220411120001_F03f08d0.TIF
E,7,8,4,MFGTMP_220411120001/MFGTMP_220411120001_E07f08d4.TIF
E,4,1,2,MFGTMP_220411120001/MFGTMP_220411120001_E04f01d2.TIF
B,4,4,1,MFGTMP_220411120001/MFGTMP_220411120001_B04f04d1.TIF
B,5,4,1,MFGTMP_220411120001/MFGTMP_220411120001_B05f04d1.TIF
E,5,1,2,MFGTMP_220411120001/MFGTMP_220411120001_E05f01d2.TIF
E,6,8,4,MFGTMP_220411120001/MFGTMP_220411120001_E06f08d4.TIF
F,9,8,3,MFGTMP_220411120001/MFGTMP_220411120001_F09f08d3.TIF
E,9,4,0,MFGTMP_220411120001/MFGTMP_220411120001_E09f04d0.TIF
B,9,1,3,MFGTMP_220411120001/MFGTMP_220411120001_B09f01d3.TIF
F,8,8,3,MFGTMP_220411120001/MFGTMP_220411120001_F08f08d3.TIF
B,8,1,3,MFGTMP_220411120001/MFGTMP_220411120001_B08f01d3.TIF
E,8,4,0,MFGTMP_220411120001/MFGTMP_220411120001_E08f04d0.TIF
C,7,6,0,MFGTMP_220411120001/MFGTMP_220411120001_C07f06d0.TIF
D,7,3,3,MFGTMP_220411120001/MFGTMP_220411120001_D07f03d3.TIF
D,10,5,3,MFGTMP_220411120001/MFGTMP_220411120001_D10f05d3.TIF
C,10,0,0,MFGTMP_220411120001/MFGTMP_220411120001_C10f00d0.TIF
D,6,3,3,MFGTMP_220411120001/MFGTMP_220411120001_D06f03d3.TIF
C,6,6,0,MFGTMP_220411120001/MFGTMP_220411120001_C06f06d0.TIF
C,11,0,0,MFGTMP_220411120001/MFGTMP_220411120001_C11f00d0.TIF
D,11,5,3,MFGTMP_220411120001/MFGTMP_220411120001_D11f05d3.TIF
G,8,5,2,MFGTMP_220411120001/MFGTMP_220411120001_G08f05d2.TIF
G,9,5,2,MFGTMP_220411120001/MFGTMP_220411120001_G09f05d2.TIF
F,11,4,1,MFGTMP_220411120001/MFGTMP_220411120001_F11f04d1.TIF
F,6,2,1,MFGTMP_220411120001/MFGTMP_220411120001_F06f02d1.TIF
E,5,7,4,MFGTMP_220411120001/MFGTMP_220411120001_E05f07d4.TIF
E,11,8,2,MFGTMP_220411120001/MFGTMP_220411120001_E11f08d2.TIF
F,10,4,1,MFGTMP_220411120001/MFGTMP_220411120001_F10f04d1.TIF
F,7,2,1,MFGTMP_220411120001/MFGTMP_220411120001_F07f02d1.TIF
E,10,8,2,MFGTMP_220411120001/MFGTMP_220411120001_E10f08d2.TIF
E,4,7,4,MFGTMP_220411120001/MFGTMP_220411120001_E04f07d4.TIF
B,9,3,1,MFGTMP_220411120001/MFGTMP_220411120001_B09f03d1.TIF
E,9,6,2,MFGTMP_220411120001/MFGTMP_220411120001_E09f06d2.TIF
E,8,6,2,MFGTMP_220411120001/MFGTMP_220411120001_E08f06d2.TIF
B,8,3,1,MFGTMP_220411120001/MFGTMP_220411120001_B08f03d1.TIF
C,10,2,2,MFGTMP_220411120001/MFGTMP_220411120001_C10f02d2.TIF
D,10,7,1,MFGTMP_220411120001/MFGTMP_220411120001_D10f07d1.TIF
D,7,1,1,MFGTMP_220411120001/MFGTMP_220411120001_D07f01d1.TIF
C,7,4,2,MFGTMP_220411120001/MFGTMP_220411120001_C07f04d2.TIF
G,4,4,4,MFGTMP_220411120001/MFGTMP_220411120001_G04f04d4.TIF
D,11,7,1,MFGTMP_220411120001/MFGTMP_220411120001_D11f07d1.TIF
C,11,2,2,MFGTMP_220411120001/MFGTMP_220411120001_C11f02d2.TIF
C,6,4,2,MFGTMP_220411120001/MFGTMP_220411120001_C06f04d2.TIF
D,6,1,1,MFGTMP_220411120001/MFGTMP_220411120001_D06f01d1.TIF
G,5,4,4,MFGTMP_220411120001/MFGTMP_220411120001_G05f04d4.TIF
G,8,7,0,MFGTMP_220411120001/MFGTMP_220411120001_G08f07d0.TIF
B,3,5,4,MFGTMP_220411120001/MFGTMP_220411120001_B03f05d4.TIF
B,2,5,4,MFGTMP_220411120001/MFGTMP_220411120001_B02f05d4.TIF
G,9,7,0,MFGTMP_220411120001/MFGTMP_220411120001_G09f07d0.TIF
F,6,0,3,MFGTMP_220411120001/MFGTMP_220411120001_F06f00d3.TIF
F,11,6,3,MFGTMP_220411120001/MFGTMP_220411120001_F11f06d3.TIF
F,7,0,3,MFGTMP_220411120001/MFGTMP_220411120001_F07f00d3.TIF
F,10,6,3,MFGTMP_220411120001/MFGTMP_220411120001_F10f06d3.TIF
B,4,0,4,MFGTMP_220411120001/MFGTMP_220411120001_B04f00d4.TIF
F,10,6,2,MFGTMP_220411120001/MFGTMP_220411120001_F10f06d2.TIF
F,7,0,2,MFGTMP_220411120001/MFGTMP_220411120001_F07f00d2.TIF
B,5,0,4,MFGTMP_220411120001/MFGTMP_220411120001_B05f00d4.TIF
F,11,6,2,MFGTMP_220411120001/MFGTMP_220411120001_F11f06d2.TIF
F,6,0,2,MFGTMP_220411120001/MFGTMP_220411120001_F06f00d2.TIF
G,9,7,1,MFGTMP_220411120001/MFGTMP_220411120001_G09f07d1.TIF
G,8,7,1,MFGTMP_220411120001/MFGTMP_220411120001_G08f07d1.TIF
D,6,1,0,MFGTMP_220411120001/MFGTMP_220411120001_D06f01d0.TIF
C,6,4,3,MFGTMP_220411120001/MFGTMP_220411120001_C06f04d3.TIF
C,11,2,3,MFGTMP_220411120001/MFGTMP_220411120001_C11f02d3.TIF
D,11,7,0,MFGTMP_220411120001/MFGTMP_220411120001_D11f07d0.TIF
C,7,4,3,MFGTMP_220411120001/MFGTMP_220411120001_C07f04d3.TIF
D,7,1,0,MFGTMP_220411120001/MFGTMP_220411120001_D07f01d0.TIF
D,10,7,0,MFGTMP_220411120001/MFGTMP_220411120001_D10f07d0.TIF
C,10,2,3,MFGTMP_220411120001/MFGTMP_220411120001_C10f02d3.TIF
B,8,3,0,MFGTMP_220411120001/MFGTMP_220411120001_B08f03d0.TIF
G,3,1,4,MFGTMP_220411120001/MFGTMP_220411120001_G03f01d4.TIF
E,8,6,3,MFGTMP_220411120001/MFGTMP_220411120001_E08f06d3.TIF
C,3,8,4,MFGTMP_220411120001/MFGTMP_220411120001_C03f08d4.TIF
G,2,1,4,MFGTMP_220411120001/MFGTMP_220411120001_G02f01d4.TIF
E,9,6,3,MFGTMP_220411120001/MFGTMP_220411120001_E09f06d3.TIF
B,9,3,0,MFGTMP_220411120001/MFGTMP_220411120001_B09f03d0.TIF
C,2,8,4,MFGTMP_220411120001/MFGTMP_220411120001_C02f08d4.TIF
F,7,2,0,MFGTMP_220411120001/MFGTMP_220411120001_F07f02d0.TIF
F,10,4,0,MFGTMP_220411120001/MFGTMP_220411120001_F10f04d0.TIF
E,10,8,3,MFGTMP_220411120001/MFGTMP_220411120001_E10f08d3.TIF
F,6,2,0,MFGTMP_220411120001/MFGTMP_220411120001_F06f02d0.TIF
F,11,4,0,MFGTMP_220411120001/MFGTMP_220411120001_F11f04d0.TIF
E,11,8,3,MFGTMP_220411120001/MFGTMP_220411120001_E11f08d3.TIF
E,2,2,4,MFGTMP_220411120001/MFGTMP_220411120001_E02f02d4.TIF
G,9,5,3,MFGTMP_220411120001/MFGTMP_220411120001_G09f05d3.TIF
E,3,2,4,MFGTMP_220411120001/MFGTMP_220411120001_E03f02d4.TIF
G,8,5,3,MFGTMP_220411120001/MFGTMP_220411120001_G08f05d3.TIF
D,11,5,2,MFGTMP_220411120001/MFGTMP_220411120001_D11f05d2.TIF
C,11,0,1,MFGTMP_220411120001/MFGTMP_220411120001_C11f00d1.TIF
C,6,6,1,MFGTMP_220411120001/MFGTMP_220411120001_C06f06d1.TIF
D,6,3,2,MFGTMP_220411120001/MFGTMP_220411120001_D06f03d2.TIF
C,10,0,1,MFGTMP_220411120001/MFGTMP_220411120001_C10f00d1.TIF
D,10,5,2,MFGTMP_220411120001/MFGTMP_220411120001_D10f05d2.TIF
D,7,3,2,MFGTMP_220411120001/MFGTMP_220411120001_D07f03d2.TIF
C,7,6,1,MFGTMP_220411120001/MFGTMP_220411120001_C07f06d1.TIF
F,8,8,2,MFGTMP_220411120001/MFGTMP_220411120001_F08f08d2.TIF
E,8,4,1,MFGTMP_220411120001/MFGTMP_220411120001_E08f04d1.TIF
B,8,1,2,MFGTMP_220411120001/MFGTMP_220411120001_B08f01d2.TIF
F,9,8,2,MFGTMP_220411120001/MFGTMP_220411120001_F09f08d2.TIF
B,9,1,2,MFGTMP_220411120001/MFGTMP_220411120001_B09f01d2.TIF
E,9,4,1,MFGTMP_220411120001/MFGTMP_220411120001_E09f04d1.TIF
E,5,1,3,MFGTMP_220411120001/MFGTMP_220411120001_E05f01d3.TIF
B,5,4,0,MFGTMP_220411120001/MFGTMP_220411120001_B05f04d0.TIF
B,4,4,0,MFGTMP_220411120001/MFGTMP_220411120001_B04f04d0.TIF
E,4,1,3,MFGTMP_220411120001/MFGTMP_220411120001_E04f01d3.TIF
E,3,4,2,MFGTMP_220411120001/MFGTMP_220411120001_E03f04d2.TIF
B,3,1,1,MFGTMP_220411120001/MFGTMP_220411120001_B03f01d1.TIF
F,3,8,1,MFGTMP_220411120001/MFGTMP_220411120001_F03f08d1.TIF
B,2,1,1,MFGTMP_220411120001/MFGTMP_220411120001_B02f01d1.TIF
E,2,4,2,MFGTMP_220411120001/MFGTMP_220411120001_E02f04d2.TIF
F,2,8,1,MFGTMP_220411120001/MFGTMP_220411120001_F02f08d1.TIF
G,4,0,1,MFGTMP_220411120001/MFGTMP_220411120001_G04f00d1.TIF
D,10,3,4,MFGTMP_220411120001/MFGTMP_220411120001_D10f03d4.TIF
D,7,5,4,MFGTMP_220411120001/MFGTMP_220411120001_D07f05d4.TIF
G,5,0,1,MFGTMP_220411120001/MFGTMP_220411120001_G05f00d1.TIF
D,11,3,4,MFGTMP_220411120001/MFGTMP_220411120001_D11f03d4.TIF
D,6,5,4,MFGTMP_220411120001/MFGTMP_220411120001_D06f05d4.TIF
B,9,7,4,MFGTMP_220411120001/MFGTMP_220411120001_B09f07d4.TIF
G,2,5,0,MFGTMP_220411120001/MFGTMP_220411120001_G02f05d0.TIF
G,3,5,0,MFGTMP_220411120001/MFGTMP_220411120001_G03f05d0.TIF
B,8,7,4,MFGTMP_220411120001/MFGTMP_220411120001_B08f07d4.TIF
B,5,6,2,MFGTMP_220411120001/MFGTMP_220411120001_B05f06d2.TIF
E,5,3,1,MFGTMP_220411120001/MFGTMP_220411120001_E05f03d1.TIF
F,11,0,4,MFGTMP_220411120001/MFGTMP_220411120001_F11f00d4.TIF
F,6,6,4,MFGTMP_220411120001/MFGTMP_220411120001_F06f06d4.TIF
E,4,3,1,MFGTMP_220411120001/MFGTMP_220411120001_E04f03d1.TIF
B,4,6,2,MFGTMP_220411120001/MFGTMP_220411120001_B04f06d2.TIF
F,10,0,4,MFGTMP_220411120001/MFGTMP_220411120001_F10f00d4.TIF
F,7,6,4,MFGTMP_220411120001/MFGTMP_220411120001_F07f06d4.TIF
B,3,3,3,MFGTMP_220411120001/MFGTMP_220411120001_B03f03d3.TIF
E,3,6,0,MFGTMP_220411120001/MFGTMP_220411120001_E03f06d0.TIF
E,2,6,0,MFGTMP_220411120001/MFGTMP_220411120001_E02f06d0.TIF
B,2,3,3,MFGTMP_220411120001/MFGTMP_220411120001_B02f03d3.TIF
G,4,2,3,MFGTMP_220411120001/MFGTMP_220411120001_G04f02d3.TIF
G,5,2,3,MFGTMP_220411120001/MFGTMP_220411120001_G05f02d3.TIF
G,2,7,2,MFGTMP_220411120001/MFGTMP_220411120001_G02f07d2.TIF
G,3,7,2,MFGTMP_220411120001/MFGTMP_220411120001_G03f07d2.TIF
B,9,5,4,MFGTMP_220411120001/MFGTMP_220411120001_B09f05d4.TIF
G,2,7,0,MFGTMP_220411120001/MFGTMP_220411120001_G02f07d0.TIF
G,3,7,0,MFGTMP_220411120001/MFGTMP_220411120001_G03f07d0.TIF
B,8,5,4,MFGTMP_220411120001/MFGTMP_220411120001_B08f05d4.TIF
G,4,2,1,MFGTMP_220411120001/MFGTMP_220411120001_G04f02d1.TIF
D,10,1,4,MFGTMP_220411120001/MFGTMP_220411120001_D10f01d4.TIF
D,7,7,4,MFGTMP_220411120001/MFGTMP_220411120001_D07f07d4.TIF
G,5,2,1,MFGTMP_220411120001/MFGTMP_220411120001_G05f02d1.TIF
D,11,1,4,MFGTMP_220411120001/MFGTMP_220411120001_D11f01d4.TIF
D,6,7,4,MFGTMP_220411120001/MFGTMP_220411120001_D06f07d4.TIF
E,3,6,2,MFGTMP_220411120001/MFGTMP_220411120001_E03f06d2.TIF
B,3,3,1,MFGTMP_220411120001/MFGTMP_220411120001_B03f03d1.TIF
B,2,3,1,MFGTMP_220411120001/MFGTMP_220411120001_B02f03d1.TIF
E,2,6,2,MFGTMP_220411120001/MFGTMP_220411120001_E02f06d2.TIF
E,5,3,3,MFGTMP_220411120001/MFGTMP_220411120001_E05f03d3.TIF
B,5,6,0,MFGTMP_220411120001/MFGTMP_220411120001_B05f06d0.TIF
B,4,6,0,MFGTMP_220411120001/MFGTMP_220411120001_B04f06d0.TIF
E,4,3,3,MFGTMP_220411120001/MFGTMP_220411120001_E04f03d3.TIF
G,2,5,2,MFGTMP_220411120001/MFGTMP_220411120001_G02f05d2.TIF
G,3,5,2,MFGTMP_220411120001/MFGTMP_220411120001_G03f05d2.TIF
G,4,0,3,MFGTMP_220411120001/MFGTMP_220411120001_G04f00d3.TIF
G,5,0,3,MFGTMP_220411120001/MFGTMP_220411120001_G05f00d3.TIF
F,3,8,3,MFGTMP_220411120001/MFGTMP_220411120001_F03f08d3.TIF
B,3,1,3,MFGTMP_220411120001/MFGTMP_220411120001_B03f01d3.TIF
E,3,4,0,MFGTMP_220411120001/MFGTMP_220411120001_E03f04d0.TIF
F,2,8,3,MFGTMP_220411120001/MFGTMP_220411120001_F02f08d3.TIF
E,2,4,0,MFGTMP_220411120001/MFGTMP_220411120001_E02f04d0.TIF
B,2,1,3,MFGTMP_220411120001/MFGTMP_220411120001_B02f01d3.TIF
B,5,4,2,MFGTMP_220411120001/MFGTMP_220411120001_B05f04d2.TIF
E,5,1,1,MFGTMP_220411120001/MFGTMP_220411120001_E05f01d1.TIF
F,11,2,4,MFGTMP_220411120001/MFGTMP_220411120001_F11f02d4.TIF
F,6,4,4,MFGTMP_220411120001/MFGTMP_220411120001_F06f04d4.TIF
E,4,1,1,MFGTMP_220411120001/MFGTMP_220411120001_E04f01d1.TIF
B,4,4,2,MFGTMP_220411120001/MFGTMP_220411120001_B04f04d2.TIF
F,10,2,4,MFGTMP_220411120001/MFGTMP_220411120001_F10f02d4.TIF
F,7,4,4,MFGTMP_220411120001/MFGTMP_220411120001_F07f04d4.TIF
B,8,1,0,MFGTMP_220411120001/MFGTMP_220411120001_B08f01d0.TIF
G,3,3,4,MFGTMP_220411120001/MFGTMP_220411120001_G03f03d4.TIF
E,8,4,3,MFGTMP_220411120001/MFGTMP_220411120001_E08f04d3.TIF
F,8,8,0,MFGTMP_220411120001/MFGTMP_220411120001_F08f08d0.TIF
G,2,3,4,MFGTMP_220411120001/MFGTMP_220411120001_G02f03d4.TIF
E,9,4,3,MFGTMP_220411120001/MFGTMP_220411120001_E09f04d3.TIF
B,9,1,0,MFGTMP_220411120001/MFGTMP_220411120001_B09f01d0.TIF
F,9,8,0,MFGTMP_220411120001/MFGTMP_220411120001_F09f08d0.TIF
D,6,3,0,MFGTMP_220411120001/MFGTMP_220411120001_D06f03d0.TIF
C,6,6,3,MFGTMP_220411120001/MFGTMP_220411120001_C06f06d3.TIF
C,11,0,3,MFGTMP_220411120001/MFGTMP_220411120001_C11f00d3.TIF
D,11,5,0,MFGTMP_220411120001/MFGTMP_220411120001_D11f05d0.TIF
C,7,6,3,MFGTMP_220411120001/MFGTMP_220411120001_C07f06d3.TIF
D,7,3,0,MFGTMP_220411120001/MFGTMP_220411120001_D07f03d0.TIF
D,10,5,0,MFGTMP_220411120001/MFGTMP_220411120001_D10f05d0.TIF
C,10,0,3,MFGTMP_220411120001/MFGTMP_220411120001_C10f00d3.TIF
G,9,5,1,MFGTMP_220411120001/MFGTMP_220411120001_G09f05d1.TIF
G,8,5,1,MFGTMP_220411120001/MFGTMP_220411120001_G08f05d1.TIF
E,10,8,1,MFGTMP_220411120001/MFGTMP_220411120001_E10f08d1.TIF
B,4,2,4,MFGTMP_220411120001/MFGTMP_220411120001_B04f02d4.TIF
F,10,4,2,MFGTMP_220411120001/MFGTMP_220411120001_F10f04d2.TIF
F,7,2,2,MFGTMP_220411120001/MFGTMP_220411120001_F07f02d2.TIF
B,5,2,4,MFGTMP_220411120001/MFGTMP_220411120001_B05f02d4.TIF
E,11,8,1,MFGTMP_220411120001/MFGTMP_220411120001_E11f08d1.TIF
F,11,4,2,MFGTMP_220411120001/MFGTMP_220411120001_F11f04d2.TIF
F,6,2,2,MFGTMP_220411120001/MFGTMP_220411120001_F06f02d2.TIF
E,8,6,1,MFGTMP_220411120001/MFGTMP_220411120001_E08f06d1.TIF
B,8,3,2,MFGTMP_220411120001/MFGTMP_220411120001_B08f03d2.TIF
B,9,3,2,MFGTMP_220411120001/MFGTMP_220411120001_B09f03d2.TIF
E,9,6,1,MFGTMP_220411120001/MFGTMP_220411120001_E09f06d1.TIF
D,5,8,4,MFGTMP_220411120001/MFGTMP_220411120001_D05f08d4.TIF
D,11,7,2,MFGTMP_220411120001/MFGTMP_220411120001_D11f07d2.TIF
C,11,2,1,MFGTMP_220411120001/MFGTMP_220411120001_C11f02d1.TIF
C,6,4,1,MFGTMP_220411120001/MFGTMP_220411120001_C06f04d1.TIF
D,6,1,2,MFGTMP_220411120001/MFGTMP_220411120001_D06f01d2.TIF
C,10,2,1,MFGTMP_220411120001/MFGTMP_220411120001_C10f02d1.TIF
D,10,7,2,MFGTMP_220411120001/MFGTMP_220411120001_D10f07d2.TIF
D,7,1,2,MFGTMP_220411120001/MFGTMP_220411120001_D07f01d2.TIF
C,7,4,1,MFGTMP_220411120001/MFGTMP_220411120001_C07f04d1.TIF
D,4,8,4,MFGTMP_220411120001/MFGTMP_220411120001_D04f08d4.TIF
E,2,0,4,MFGTMP_220411120001/MFGTMP_220411120001_E02f00d4.TIF
G,9,7,3,MFGTMP_220411120001/MFGTMP_220411120001_G09f07d3.TIF
E,3,0,4,MFGTMP_220411120001/MFGTMP_220411120001_E03f00d4.TIF
G,8,7,3,MFGTMP_220411120001/MFGTMP_220411120001_G08f07d3.TIF
F,7,0,0,MFGTMP_220411120001/MFGTMP_220411120001_F07f00d0.TIF
F,10,6,0,MFGTMP_220411120001/MFGTMP_220411120001_F10f06d0.TIF
F,6,0,0,MFGTMP_220411120001/MFGTMP_220411120001_F06f00d0.TIF
F,11,6,0,MFGTMP_220411120001/MFGTMP_220411120001_F11f06d0.TIF
F,11,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F11f06d1.TIF
F,6,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F06f00d1.TIF
E,5,5,4,MFGTMP_220411120001/MFGTMP_220411120001_E05f05d4.TIF
F,10,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F10f06d1.TIF
F,7,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F07f00d1.TIF
E,4,5,4,MFGTMP_220411120001/MFGTMP_220411120001_E04f05d4.TIF
G,8,7,2,MFGTMP_220411120001/MFGTMP_220411120001_G08f07d2.TIF
G,9,7,2,MFGTMP_220411120001/MFGTMP_220411120001_G09f07d2.TIF
C,7,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C07f04d0.TIF
D,7,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D07f01d3.TIF
D,10,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D10f07d3.TIF
C,10,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C10f02d0.TIF
D,6,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D06f01d3.TIF
C,6,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C06f04d0.TIF
C,11,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C11f02d0.TIF
D,11,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D11f07d3.TIF
E,9,6,0,MFGTMP_220411120001/MFGTMP_220411120001_E09f06d0.TIF
B,9,3,3,MFGTMP_220411120001/MFGTMP_220411120001_B09f03d3.TIF
B,8,3,3,MFGTMP_220411120001/MFGTMP_220411120001_B08f03d3.TIF
E,8,6,0,MFGTMP_220411120001/MFGTMP_220411120001_E08f06d0.TIF
E,11,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E11f08d0.TIF
F,6,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F06f02d3.TIF
F,11,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F11f04d3.TIF
E,10,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E10f08d0.TIF
F,7,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F07f02d3.TIF
F,10,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F10f04d3.TIF
G,8,5,0,MFGTMP_220411120001/MFGTMP_220411120001_G08f05d0.TIF
B,3,7,4,MFGTMP_220411120001/MFGTMP_220411120001_B03f07d4.TIF
B,2,7,4,MFGTMP_220411120001/MFGTMP_220411120001_B02f07d4.TIF
G,9,5,0,MFGTMP_220411120001/MFGTMP_220411120001_G09f05d0.TIF
C,10,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C10f00d2.TIF
D,10,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D10f05d1.TIF
D,7,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D07f03d1.TIF
C,7,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C07f06d2.TIF
G,4,6,4,MFGTMP_220411120001/MFGTMP_220411120001_G04f06d4.TIF
D,11,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D11f05d1.TIF
C,11,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C11f00d2.TIF
C,6,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C06f06d2.TIF
D,6,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D06f03d1.TIF
G,5,6,4,MFGTMP_220411120001/MFGTMP_220411120001_G05f06d4.TIF
B,9,1,1,MFGTMP_220411120001/MFGTMP_220411120001_B09f01d1.TIF
E,9,4,2,MFGTMP_220411120001/MFGTMP_220411120001_E09f04d2.TIF
F,9,8,1,MFGTMP_220411120001/MFGTMP_220411120001_F09f08d1.TIF
